id,key,u,v
0,"411906626|411906662|[413190840, 301974417, 301974418, 413191032]",411906626,411906662
1,"3061645008|411906626|[413190840, 413190836, 413190839, 413190680, 413191900]",3061645008,411906626
2,"653937422|411906536|[23558048, 413190594, 1190573317, 344485835, 344485837, 23558041]",653937422,411906536
3,"84731379|3061644980|[344483374, 424836937, 413190598]",84731379,3061644980
4,3061645432|3061645416|413191667,3061645432,3061645416
5,2917661249|3061645416|413191667,2917661249,3061645416
6,638387256|3061645432|413191667,638387256,3061645432
7,"411906662|1205859895|[413191033, 413191665, 413191031]",411906662,1205859895
8,"1205859895|3061645356|[413191666, 424836949]",1205859895,3061645356
9,1194295021|3061645356|424836949,1194295021,3061645356
10,1365657778|13746673304|49946563,1365657778,13746673304
11,298153801|13746673304|49946563,298153801,13746673304
12,807734802|980244992|254309675,807734802,980244992
13,"3826146966|2640047005|[324852162, 324852164, 25736970, 25736973, 1212015189, 500261501]",3826146966,2640047005
14,806830890|980245111|254309675,806830890,980245111
15,"291565773|980245075|[132692011, 709361694, 336966379]",291565773,980245075
16,980245075|980245111|254309675,980245075,980245111
17,806830890|806830899|254309675,806830890,806830899
18,"11976449000|638387256|[424836943, 1291895230, 1291895231]",11976449000,638387256
19,"54800382|4257760696|[829790097, 23558027, 32390103]",54800382,4257760696
20,"691591791|431507211|[585677419, 585676655, 1472137299, 1472137300, 1472137301, 71511543]",691591791,431507211
21,"291081410|691591791|[585677416, 1472137295, 585677423, 1472137298, 944011796, 944011797]",291081410,691591791
22,59185860|1117512130|585676655,59185860,1117512130
23,1117512130|431507211|585676655,1117512130,431507211
24,"280296428|308196627|[829790105, 25708117]",280296428,308196627
25,"308196627|4257760696|[428747818, 608044493, 829790101, 23558037, 829790103, 26220986, 32389978, 23523773]",308196627,4257760696
26,89976490|2917661249|413191667,89976490,2917661249
27,"89976490|1205849587|[413191667, 424836949]",89976490,1205849587
28,"3255682615|3796620787|[319159842, 319159843, 319159844, 319159851, 23558035]",3255682615,3796620787
29,1860300216|300920574|54048718,1860300216,300920574
30,"300920574|390521177|[54060043, 54048718]",300920574,390521177
31,"12824394665|3392704437|[608044494, 1385168177, 1385168180, 1212015190, 500261501]",12824394665,3392704437
32,"21658644|71424286|[54050690, 769095046]",21658644,71424286
33,1205849587|1194295021|424836949,1205849587,1194295021
34,291565773|2058628629|132692009,291565773,2058628629
35,91695244|3264288721|10574992,91695244,3264288721
36,"3264288721|802169599|[10574992, 34849345, 34849344, 594333711]",3264288721,802169599
37,"291081410|440009414|[1472137280, 1472137282, 1472137283, 1472137284, 944016036, 1472137286, 944013062, 184274120, 944016035, 730087054, 50219345, 944011795, 418763932, 1472137279]",291081410,440009414
38,440009414|302407827|418763932,440009414,302407827
39,"157403751|54801022|[319159848, 30421577, 30421579, 608044491, 319159854, 829790094, 10215247, 608045842, 413190361, 23558042]",157403751,54801022
40,8360643081|298153801|49946563,8360643081,298153801
41,"266145053|289690322|[479945984, 254309665, 479945987, 479945989]",266145053,289690322
42,"81513490|256609986|[1110503682, 428033965, 413190363, 1123029211, 54053564, 54050943]",81513490,256609986
43,"54801198|256609986|[54060057, 7500763, 428033965, 428033966]",54801198,256609986
44,472398921|8570035298|1227917719,472398921,8570035298
45,"99098654|4770860276|[860798313, 860798314, 1291875799, 5150649, 656205114, 656205084]",99098654,4770860276
46,"2608160705|89976527|[22792096, 22792097, 353853316, 424836938, 22813165, 22813166, 22791536, 22791537, 596215956, 15733214]",2608160705,89976527
47,"291563013|417678978|[594333714, 334283430, 594331606, 10574990]",291563013,417678978
48,99115662|478159476|259033564,99115662,478159476
49,"539332473|599389911|[322101195, 259033564]",539332473,599389911
50,448475574|448475656|259033564,448475574,448475656
51,478159476|448475656|259033564,478159476,448475656
52,99115662|539332473|259033564,99115662,539332473
53,461353460|1195173084|675877972,461353460,1195173084
54,"291563013|1195173084|[675877973, 199027821, 675877972]",291563013,1195173084
55,"2386004484|300047892|[11124394, 421275590]",2386004484,300047892
56,80250660|411645710|197364777,80250660,411645710
57,"288822511|7923843392|[228904933, 969318027, 9888157]",288822511,7923843392
58,"21524824|4518018796|[54060048, 577469209]",21524824,4518018796
59,"54801091|81513490|[1389191272, 1110503681, 1110503683]",54801091,81513490
60,"10377014|1205670254|[1291875794, 1290772180, 8893854]",10377014,1205670254
61,"1205670254|1205670300|[1291875795, 229854093]",1205670254,1205670300
62,1205806780|2815415851|229854093,1205806780,2815415851
63,1205670300|1205811856|229854093,1205670300,1205811856
64,2815415851|1205811856|229854093,2815415851,1205811856
65,"294499502|1860300216|[54048730, 54048718, 1474859798]",294499502,1860300216
66,3826146966|3392704437|500261501,3826146966,3392704437
67,3205350968|3205350969|254309665,3205350968,3205350969
68,"319851742|335434917|[255865203, 1227917718]",319851742,335434917
69,"11363018163|3205350969|[254309665, 479950021, 479950013]",11363018163,3205350969
70,266145053|3205350968|254309665,266145053,3205350968
71,"54801084|54801091|[849203956, 1499153711]",54801084,54801091
72,266146601|807734802|254309675,266146601,807734802
73,"21658644|448475346|[311450625, 311450626, 54050693, 1474712458, 292107372, 9891852]",21658644,448475346
74,411614364|411614362|54060047,411614364,411614362
75,"172733844|411614364|[54050688, 54060047]",172733844,411614364
76,"99115713|411645736|[54050689, 54050686, 54050692, 54060046]",99115713,411645736
77,80250667|13474362272|23558030,80250667,13474362272
78,288822511|1870681083|9888157,288822511,1870681083
79,"3050835750|3282035238|[24609648, 704348505]",3050835750,3282035238
80,980244992|2119230915|254309675,980244992,2119230915
81,157350895|2308875485|254328083,157350895,2308875485
82,"157350895|299751007|[254328083, 322457943]",157350895,299751007
83,9429201359|388650353|221906748,9429201359,388650353
84,"291421194|294499502|[589202504, 54060051, 1474859798]",291421194,294499502
85,"2682501754|3347014714|[327886856, 842669261]",2682501754,3347014714
86,"260390975|448040093|[1269142730, 274556954, 1269142731]",260390975,448040093
87,"280296428|2640047005|[25708116, 25708117, 307578750]",280296428,2640047005
88,"247263687|1797416774|[199005641, 100985163, 168478060, 50346038]",247263687,1797416774
89,388650353|983179931|168478079,388650353,983179931
90,"12824394635|3050813514|[24579684, 307578748, 333144143]",12824394635,3050813514
91,9374939968|2503094070|54048724,9374939968,2503094070
92,"2503094070|5518709853|[575058688, 54060049, 54048724, 513078349]",2503094070,5518709853
93,374235855|9374939968|54048724,374235855,9374939968
94,"3419906164|287627713|[27693793, 335203469, 1102866644, 1102866645, 280712085]",3419906164,287627713
95,"21524824|478159294|[11124397, 577469126]",21524824,478159294
96,"335705035|8570035298|[314491520, 1225310626, 709358628, 709358629, 709358630]",335705035,8570035298
97,21658005|21658399|8325369,21658005,21658399
98,"2333752754|4077392266|[405561384, 72519891, 224548789, 90615227]",2333752754,4077392266
99,20924642|2333752754|224548789,20924642,2333752754
100,"281215171|1369441667|[405561385, 405561386, 49942964]",281215171,1369441667
101,"3050813514|3050835750|[333144161, 969306122, 24609649]",3050813514,3050835750
102,"13529668628|448475574|[54050685, 259033564, 54060045]",13529668628,448475574
103,"281208351|413916037|[198934674, 198934675, 361693791, 361694303]",281208351,413916037
104,413916037|359836931|361693791,413916037,359836931
105,"246835265|461353460|[594333712, 675877972, 322458903]",246835265,461353460
106,417678919|866296356|199027829,417678919,866296356
107,866296356|866296376|199027829,866296356,866296376
108,866296408|866296376|199027829,866296408,866296376
109,417678978|866296408|199027829,417678978,866296408
110,"54804184|267537713|[577696358, 704346118, 374095464, 296703562, 24579691, 24579692, 24579693, 24579694, 577696370, 24579699, 24579700, 24579701, 24579702, 24611225, 500261499]",54804184,267537713
111,"194282817|2869081962|[24579688, 333144141, 435764567, 24579687]",194282817,2869081962
112,"266146601|2600971294|[709358624, 931802178, 931802179, 254309675, 817360495, 817360497, 709358622, 709358623]",266146601,2600971294
113,806830899|980245050|254309675,806830899,980245050
114,980245050|2119230915|254309675,980245050,2119230915
115,281489772|359836931|361693791,281489772,359836931
116,281489460|281489772|361693791,281489460,281489772
117,"281489419|287455297|[413009601, 400641887]",281489419,287455297
118,"281489419|281489396|[413009601, 361693791]",281489419,281489396
119,"9203468102|639553166|[31725528, 128045301]",9203468102,639553166
120,"1797416836|1215760575|[334705666, 317174395]",1797416836,1215760575
121,614369428|1797416836|317174395,614369428,1797416836
122,"292689708|8329255867|[945801880, 279884787]",292689708,8329255867
123,2952299501|8329255867|945801880,2952299501,8329255867
124,"292689684|2952299501|[199527496, 179245181]",292689684,2952299501
125,281499223|292689684|667923657,281499223,292689684
126,"281203396|1411564377|[25781144, 25812716, 313080095]",281203396,1411564377
127,417678917|869920332|220962455,417678917,869920332
128,614369428|1215760573|168478058,614369428,1215760573
129,310919627|9203468106|128045301,310919627,9203468106
130,1215783421|1215783469|1242062210,1215783421,1215783469
131,980278353|7435057473|168478079,980278353,7435057473
132,260390923|343561641|1475587193,260390923,343561641
133,260390923|5016161426|586606801,260390923,5016161426
134,"5016161426|366996579|[54048722, 586606802, 1475587195, 54060053]",5016161426,366996579
135,"2869081962|12824394635|[1385168170, 333144148]",2869081962,12824394635
136,"333288491|322884341|[1428865825, 128045301]",333288491,322884341
137,"30009407|30009420|[1455842177, 319162786, 23113162, 323036821, 317564252, 174044283, 174044284, 174044287]",30009407,30009420
138,"806053443|1568063965|[1242366803, 612769196, 1242366804]",806053443,1568063965
139,11494057677|11494057688|1237484148,11494057677,11494057688
140,"1215919426|12328428293|[1022029314, 1375826451, 1375826452, 59294026]",1215919426,12328428293
141,9203468106|322884341|128045301,9203468106,322884341
142,983179931|980278353|168478079,983179931,980278353
143,281218186|281207486|27135614,281218186,281207486
144,"281218186|281218198|[922285734, 27135614]",281218186,281218198
145,"301924591|392121987|[480871345, 314737662]",301924591,392121987
146,"301924591|806053443|[480871344, 862154276]",301924591,806053443
147,260390975|11702262441|274556954,260390975,11702262441
148,"848468217|256487123|[421273704, 54048721, 1020069299, 575058686]",848468217,256487123
149,"300135173|448475505|[54060048, 54050682, 1474807491]",300135173,448475505
150,20925807|8360643081|49946563,20925807,8360643081
151,20925807|3962440102|457909239,20925807,3962440102
152,333139781|13258916790|255280477,333139781,13258916790
153,"1215891172|333140135|[59846073, 203656694, 59846063]",1215891172,333140135
154,"13258916790|333140025|[596222080, 353985942]",13258916790,333140025
155,"333140025|1027237308|[596222081, 596222082, 30244111, 203656693, 203656694, 596222078, 596222079]",333140025,1027237308
156,1027237308|1027237339|203656694,1027237308,1027237339
157,310919627|9203468102|128045301,310919627,9203468102
158,248592474|248592475|401300600,248592474,248592475
159,260390915|346181271|54048727,260390915,346181271
160,6765019750|1205670349|594331614,6765019750,1205670349
161,2184124858|5604359738|584739770,2184124858,5604359738
162,260390902|5604359738|586604872,260390902,5604359738
163,260390949|448040108|54048731,260390949,448040108
164,665451770|6765019750|594331614,665451770,6765019750
165,"11976449003|4770860276|[5150649, 860798315, 1291895236]",11976449003,4770860276
166,"1205806636|1205670349|[50224320, 594331614]",1205806636,1205670349
167,"317430712|402567035|[322690586, 168704463]",317430712,402567035
168,1205670217|392496251|313928208,1205670217,392496251
169,4693053853|4693053851|129295971,4693053853,4693053851
170,"6765021309|665451770|[22792098, 313928210, 594331612, 594331613, 594331614]",6765021309,665451770
171,1623974381|392496251|313928208,1623974381,392496251
172,392494163|1623974381|313928208,392494163,1623974381
173,267421027|4693053853|129295971,267421027,4693053853
174,"99098702|1205670217|[313928208, 594331612]",99098702,1205670217
175,392494163|4693053851|129295971,392494163,4693053851
176,"267421027|981508129|[129295969, 594331611]",267421027,981508129
177,294495388|1851873142|343025820,294495388,1851873142
178,"260390949|366996718|[54048731, 321988164]",260390949,366996718
179,21430291|281509102|853990161,21430291,281509102
180,448475505|1189341387|54060048,448475505,1189341387
181,4518018796|1189341387|54060048,4518018796,1189341387
182,763616452|763616407|585676655,763616452,763616407
183,"291448494|763616452|[585676654, 585676655]",291448494,763616452
184,59185860|564648641|585676655,59185860,564648641
185,564648641|763616407|585676655,564648641,763616407
186,157351086|9429201359|221906748,157351086,9429201359
187,3962440102|2159403829|457909239,3962440102,2159403829
188,"315110263|333288388|[128238217, 128238219]",315110263,333288388
189,"448040108|11759316820|[54048720, 54048731, 304581309, 304581310]",448040108,11759316820
190,"71424286|71424413|[129295978, 769095046]",71424286,71424413
191,91695185|805110204|594333713,91695185,805110204
192,"21524742|869920182|[1413775907, 395041284, 322457943]",21524742,869920182
193,"1479227712|498497952|[230703393, 230703396, 551322577, 608039663]",1479227712,498497952
194,"249715912|1479227712|[1108483193, 230703393]",249715912,1479227712
195,"308071865|1205806636|[50224320, 860917271]",308071865,1205806636
196,3205662390|392489197|862783097,3205662390,392489197
197,392489177|3205662390|862783097,392489177,3205662390
198,317429660|392489177|862783097,317429660,392489177
199,"99098654|1205670253|[596215948, 424836940, 1291875798]",99098654,1205670253
200,"1205670253|1205806780|[596215948, 596215951]",1205670253,1205806780
201,639553166|403050820|31725528,639553166,403050820
202,977484054|99098796|199006593,977484054,99098796
203,"1215760575|1739132377|[105695161, 1040357139, 1231316620]",1215760575,1739132377
204,21428698|1204066293|22797619,21428698,1204066293
205,21428698|1739132374|1231316621,21428698,1739132374
206,1739132374|1739132377|1231316620,1739132374,1739132377
207,390521177|374235855|54048724,390521177,374235855
208,281203396|281199558|313080095,281203396,281199558
209,"302699607|458475819|[25556189, 585676149]",302699607,458475819
210,291448494|458475819|80255149,291448494,458475819
211,"20924208|20924456|[224009382, 361685998, 361686000, 334882614, 334882615, 1306626556]",20924208,20924456
212,333139781|3018852496|203403454,333139781,3018852496
213,"3018852496|1215919426|[1022029314, 1022029315, 203403454]",3018852496,1215919426
214,"3419905826|21428738|[421299969, 488812358, 383661514, 335203469, 168355214, 1041280984, 1041280985]",3419905826,21428738
215,"277296663|281509103|[25782540, 25801709, 25801711]",277296663,281509103
216,281207657|277296663|27135618,281207657,277296663
217,"281509103|281565373|[922285738, 38004367]",281509103,281565373
218,"30009482|255939405|[25692800, 332893793, 25692801, 332893801, 319166633, 25692790, 25692791]",30009482,255939405
219,"1411564377|281499223|[922233033, 25812716]",1411564377,281499223
220,"91695215|91695244|[134689106, 199029812]",91695215,91695244
221,805110204|91695215|594333713,805110204,91695215
222,315110263|424034130|172179985,315110263,424034130
223,"3590607028|317430712|[168704464, 673828641, 673828640, 175325631]",3590607028,317430712
224,"2343139648|281218198|[888818833, 922285735]",2343139648,281218198
225,1352778732|309708383|197172509,1352778732,309708383
226,"10373655|10375104|[596215937, 239440515, 239440516, 1153297157, 636034308, 596215939, 5150646, 596215935]",10373655,10375104
227,"10375104|10375106|[596215939, 596215941]",10375104,10375106
228,"299752570|157351177|[962363747, 1413776725, 1413776694]",299752570,157351177
229,291420960|2654693991|589202504,291420960,2654693991
230,403050820|639553161|31725528,403050820,639553161
231,569758422|639553161|31725528,569758422,639553161
232,"250202876|1840654345|[1455540374, 319166629, 319166632, 23157045, 23157046, 162682935, 162682937, 1455839289, 661043017, 29490771, 23113172, 23113173, 29490775, 29490776, 317564248, 173220314, 173220315, 173220317, 173220319, 332274020, 332274029, 332274030, 332274031, 174044279, 174044285]",250202876,1840654345
233,11702262441|417703795|274556954,11702262441,417703795
234,371642741|294495388|343025820,371642741,294495388
235,"1037670910|1215783421|[1242062210, 862784492]",1037670910,1215783421
236,"30009483|30009495|[332893796, 38245324, 323036813]",30009483,30009495
237,"1870681083|1829593790|[849301283, 9888157]",1870681083,1829593790
238,172733844|411645747|54050688,172733844,411645747
239,448475346|411645747|1474712458,448475346,411645747
240,"266147365|980245122|[259089105, 4044883, 314483843, 314483842]",266147365,980245122
241,"21428701|980245121|[1474879353, 314483841, 314483842]",21428701,980245121
242,980245121|980245122|314483842,980245121,980245122
243,157351092|157351122|221906748,157351092,157351122
244,"317437332|367830119|[596215961, 922247830, 922247831]",317437332,367830119
245,"254138869|312374026|[38233915, 196693775]",254138869,312374026
246,869920332|869920228|220962455,869920332,869920228
247,"1223073295|2138033611|[1362701849, 26138707, 612769199]",1223073295,2138033611
248,1223073295|392506477|26138707,1223073295,392506477
249,"322673929|2184124842|[272679847, 475582060, 272679846, 1424869655]",322673929,2184124842
250,5588896911|99108731|584738303,5588896911,99108731
251,"99108731|293011333|[586564098, 421273371, 584738303]",99108731,293011333
252,"293011333|322673929|[1424869656, 1475251393, 178933055]",293011333,322673929
253,391981486|1215800856|29372373,391981486,1215800856
254,73697383|71424413|129295978,73697383,71424413
255,417703795|593871516|304581310,417703795,593871516
256,4693107034|977484124|199006593,4693107034,977484124
257,99098796|4693107034|199006593,99098796,4693107034
258,245002402|977484124|199006593,245002402,977484124
259,391981483|391981486|29372373,391981483,391981486
260,354953191|424034130|585673045,354953191,424034130
261,91695185|567408026|594333713,91695185,567408026
262,567408026|4626829294|594333713,567408026,4626829294
263,54804184|194282817|704346117,54804184,194282817
264,"289507937|289759553|[52420136, 52420140, 226918933, 226918934, 304223326, 304223327]",289507937,289759553
265,"80250660|411614259|[197364777, 1389245954, 1389245953]",80250660,411614259
266,"2247174914|391981521|[1362701859, 1362701860, 29372373]",2247174914,391981521
267,"478159294|2957831991|[54060055, 577469126, 54050687]",478159294,2957831991
268,448475400|2957831991|54060055,448475400,2957831991
269,"317429125|321790626|[1241481537, 862154286, 1241481535]",317429125,321790626
270,"1965845819|13676886417|[694319580, 694319582, 694319583]",1965845819,13676886417
271,"442638062|1835583051|[9536737, 694319579]",442638062,1835583051
272,"10000627798|1965845819|[636377864, 9536722, 694319580, 636377863]",10000627798,1965845819
273,"442638062|10000627798|[694319579, 853630878]",442638062,10000627798
274,"289690322|2600971307|[479945989, 479945982]",289690322,2600971307
275,21428659|765952262|100985152,21428659,765952262
276,765952262|247263687|168478060,765952262,247263687
277,"1851873142|1196597307|[343025812, 317778475, 343025820, 1184828870]",1851873142,1196597307
278,"294112388|371642741|[272390381, 421272848, 1467875121, 343025816, 1467900698, 343025820]",294112388,371642741
279,276279495|281218180|156116759,276279495,281218180
280,10257871003|702310156|282723457,10257871003,702310156
281,249715912|302398399|54077380,249715912,302398399
282,702310148|702310156|282723457,702310148,702310156
283,"302398399|10257871003|[29226328, 282723457, 29226327]",302398399,10257871003
284,"12824394665|3282035238|[969306120, 1385168176, 24659186, 24659187]",12824394665,3282035238
285,977437566|91695324|199006600,977437566,91695324
286,21428665|977437566|22792099,21428665,977437566
287,"2159403856|1829593790|[457909240, 849301283, 334881835]",2159403856,1829593790
288,"281983981|2089071879|[341056652, 25860823]",281983981,2089071879
289,99115704|448475549|54050689,99115704,448475549
290,448475549|411645736|54050689,448475549,411645736
291,"20924673|286992966|[188515200, 110966465, 400641890, 188515202, 490389221, 133960037, 188515207, 133960041, 188515211, 188515198]",20924673,286992966
292,257847059|281983981|25860823,257847059,281983981
293,"6764648388|6764648341|[222259405, 333144174]",6764648388,6764648341
294,728300778|1078818112|168478056,728300778,1078818112
295,"21524757|199200207|[397150553, 18829108]",21524757,199200207
296,"317437332|317430424|[596215961, 322690603]",317437332,317430424
297,"30009496|30009514|[332893799, 307435453, 305148656, 323036818, 307435446, 332893789, 332893791]",30009496,30009514
298,"765948771|8278866371|[1035770161, 335203482]",765948771,8278866371
299,"6764788855|6764648408|[341552737, 149757127]",6764788855,6764648408
300,"91695413|2058628616|[826194785, 30622396]",91695413,2058628616
301,3347014732|3347014702|327886848,3347014732,3347014702
302,157403751|3796620787|23558047,157403751,3796620787
303,1625169430|6764648408|341552737,1625169430,6764648408
304,"1972798915|1972798902|[30419752, 1412525797, 1016678592]",1972798915,1972798902
305,5900331084|1972798902|1016678592,5900331084,1972798902
306,"281205173|281199561|[922285745, 922285746]",281205173,281199561
307,"266149670|300047892|[54060050, 258833762]",266149670,300047892
308,248592518|2631149919|23041872,248592518,2631149919
309,21524742|869920214|395041285,21524742,869920214
310,"5588896909|256487123|[421273698, 421273695]",5588896909,256487123
311,"2089071890|281566213|[52879086, 417974623]",2089071890,281566213
312,"281205173|281199558|[367123936, 922285746, 922285747, 201332181]",281205173,281199558
313,"91695291|801867757|[319457618, 319457619, 336961239]",91695291,801867757
314,91695265|3258730124|10574993,91695265,3258730124
315,3258730124|801867757|10574993,3258730124,801867757
316,"1797416865|728300776|[226432809, 314325954, 1362954876]",1797416865,728300776
317,869920228|869920276|220962455,869920228,869920276
318,"3417654639|765948771|[335203482, 334705659, 168355222]",3417654639,765948771
319,"21428659|1707424657|[421283848, 105695155, 50346037]",21428659,1707424657
320,"257847043|2075428858|[400641888, 400641889, 327886854, 969246344, 25840201, 327886858, 361692347]",257847043,2075428858
321,"308078630|728300873|[58765025, 1362954878]",308078630,728300873
322,3999729125|21524944|18829110,3999729125,21524944
323,"980278347|980278422|[314326404, 314326403, 22796508, 421281839]",980278347,980278422
324,"1204066293|530771839|[334705667, 168478065, 22797619]",1204066293,530771839
325,319851686|1972798915|1412525796,319851686,1972798915
326,798805625|999341593|334327433,798805625,999341593
327,21525059|498437004|613447129,21525059,498437004
328,1194161457|21525059|613447129,1194161457,21525059
329,54804719|54801311|129295978,54804719,54801311
330,317429660|317430024|862783098,317429660,317430024
331,286511528|441719636|314994645,286511528,441719636
332,"2473492515|4623321487|[334327424, 334327428, 334327429, 1413777030]",2473492515,4623321487
333,21524821|1194161457|613447129,21524821,1194161457
334,"21524821|3999729125|[54624813, 397152279]",21524821,3999729125
335,869920214|869920260|395041285,869920214,869920260
336,"317430424|12619163095|[8325602, 175995939]",317430424,12619163095
337,"30009515|30009530|[28020781, 28020784, 28020787, 660797747, 1454975733, 1454975734, 28020789, 307435449, 232865307, 232865309]",30009515,30009530
338,2343139567|281208368|156116759,2343139567,281208368
339,"281208351|2343139567|[361694324, 226097741, 156116759]",281208351,2343139567
340,281218180|281208368|156116759,281218180,281208368
341,281566213|2089071948|417974623,281566213,2089071948
342,"1215783469|3593082621|[1242062209, 862783098]",1215783469,3593082621
343,1215783432|3593082621|862783098,1215783432,3593082621
344,"245417230|999341593|[1200783233, 334327433]",245417230,999341593
345,54800382|3255682615|319159855,54800382,3255682615
346,"35365378|302696650|[585665268, 30549670]",35365378,302696650
347,"276279495|2112883492|[419690961, 156116759]",276279495,2112883492
348,"5900331084|2008704811|[866129418, 1227700791]",5900331084,2008704811
349,1972798900|2008704811|866129418,1972798900,2008704811
350,"289676398|319851686|[1227700792, 1412525796, 177905732]",289676398,319851686
351,"289759553|2343166128|[202843572, 226918933, 202843574]",289759553,2343166128
352,3873012550|3827049266|197363364,3873012550,3827049266
353,91695413|6765177340|30622396,91695413,6765177340
354,"56344568|301014918|[198467584, 225681704, 29235439, 29235440, 323350578, 37418872]",56344568,301014918
355,"983180002|6770553162|[421281841, 421283228, 421283229]",983180002,6770553162
356,270091664|270091666|174286563,270091664,270091666
357,980278347|980317168|421281839,980278347,980317168
358,"12619185901|12619163081|[604048387, 322690599, 322690606, 442975446, 322690614]",12619185901,12619163081
359,333140131|1027237244|203656694,333140131,1027237244
360,333140131|1027237339|203656694,333140131,1027237339
361,"59185930|497272040|[1356341033, 1356341035]",59185930,497272040
362,497272040|886783229|563135792,497272040,886783229
363,"302063067|4760522502|[421280409, 666630014]",302063067,4760522502
364,7341631733|980278422|314326404,7341631733,980278422
365,"4760522502|7341631733|[314326404, 666630014]",4760522502,7341631733
366,99098654|4756532122|11121834,99098654,4756532122
367,4756532122|308071865|11121834,4756532122,308071865
368,2353021440|321773774|168478056,2353021440,321773774
369,317429125|2353021440|168478056,317429125,2353021440
370,"3301330015|326055288|[323332708, 7765097, 148584458, 148584460, 323329910, 988094012]",3301330015,326055288
371,869920182|299751007|322457943,869920182,299751007
372,"691988583|599389911|[54060050, 322101195]",691988583,599389911
373,448475664|691988583|54060050,448475664,691988583
374,"54801202|54801214|[8166257, 299714687]",54801202,54801214
375,"366996718|366996579|[1475587196, 321988164]",366996718,366996579
376,248592478|248592491|23041865,248592478,248592491
377,289514498|430956824|999039396,289514498,430956824
378,"279159668|472206205|[882406504, 25693449, 311240259, 882406503]",279159668,472206205
379,472206205|430956824|999039396,472206205,430956824
380,"980317168|4210615080|[769095051, 421281839]",980317168,4210615080
381,4210615080|980317170|421281840,4210615080,980317170
382,6770553162|980317170|421281841,6770553162,980317170
383,"248592475|248592478|[23041865, 1145469500]",248592475,248592478
384,"321790626|1797416986|[1241481536, 1241481537, 322690582, 168478055]",321790626,1797416986
385,"12619185901|1865588579|[604048388, 604048389, 322690608, 1240888563, 253315445, 253315446, 442975447, 322690619, 253315447]",12619185901,1865588579
386,322884141|333288491|1428865823,322884141,333288491
387,333288388|322884141|128238217,333288388,322884141
388,252022268|269370802|29223762,252022268,269370802
389,"59185940|75622574|[24922924, 815493582, 815493587, 815493588, 1430847255, 29223867, 1081649661]",59185940,75622574
390,"302696650|2164124565|[585663829, 32518702]",302696650,2164124565
391,"3596533970|1797416790|[353853312, 58764993, 353853318, 168478057, 22794037, 22794039]",3596533970,1797416790
392,281223901|2112883306|342106111,281223901,2112883306
393,257847059|282072685|25860823,257847059,282072685
394,2304475902|267420975|421276208,2304475902,267420975
395,267420969|2304475902|421276208,267420969,2304475902
396,"2119231026|267420975|[421276208, 791511255]",2119231026,267420975
397,245417197|798805625|334327433,245417197,798805625
398,"301924704|1281453818|[26138737, 604048380]",301924704,1281453818
399,"301014918|3301330015|[29226192, 323332710, 29226191]",301014918,3301330015
400,"56389218|269371327|[58601730, 344482312, 312121065, 312121066, 1459139510]",56389218,269371327
401,269371327|269370787|344482308,269371327,269370787
402,338529524|2305896372|129295969,338529524,2305896372
403,"245002402|338529524|[129295969, 594331610]",245002402,338529524
404,"292999484|458460073|[701444789, 701444790]",292999484,458460073
405,"91695014|760604428|[1214216273, 594331607]",91695014,760604428
406,287933904|3665790642|428789550,287933904,3665790642
407,"21524917|185501285|[724139948, 724139949]",21524917,185501285
408,"21428807|983180002|[168478049, 334327425, 421283230]",21428807,983180002
409,"1797416865|12619163043|[1362954876, 1362954877]",1797416865,12619163043
410,1215800856|1215812159|105579927,1215800856,1215812159
411,"49418817|2851382079|[333144096, 315286570, 320396052, 435764566, 175932727, 175932728]",49418817,2851382079
412,"6763812489|6763812505|[584254603, 584254605]",6763812489,6763812505
413,"6763812543|6763812505|[584254603, 24910047]",6763812543,6763812505
414,"270091666|6763812543|[584242664, 24910047]",270091666,6763812543
415,6764648388|6764648387|222259405,6764648388,6764648387
416,"6764648387|1625169430|[341552737, 341552735]",6764648387,1625169430
417,1841774569|729805586|177905727,1841774569,729805586
418,"1497905984|247038872|[881963611, 138660479]",1497905984,247038872
419,289676402|4486028555|177905727,289676402,4486028555
420,"728300778|728300776|[168478056, 226432809]",728300778,728300776
421,"157351122|299752570|[962363746, 221906748, 1413776694]",157351122,299752570
422,"1165028292|4705516429|[694319585, 133037497]",1165028292,4705516429
423,602112626|1165028292|694319585,602112626,1165028292
424,602303146|602112626|694319585,602303146,602112626
425,760604428|461353369|594331607,760604428,461353369
426,417678919|461353369|594331607,417678919,461353369
427,760261784|760424534|623567879,760261784,760424534
428,"282929733|4992376659|[4044969, 577442334, 49942375]",282929733,4992376659
429,869920276|11482372653|1468607216,869920276,11482372653
430,"99115704|448475538|[54050689, 132605109]",99115704,448475538
431,"448475538|1862059722|[175643193, 132605109]",448475538,1862059722
432,"392489197|1215812159|[314739480, 314739482, 105579928]",392489197,1215812159
433,266149670|448475664|54060050,266149670,448475664
434,312373930|333288586|585675126,312373930,333288586
435,"312374026|333288586|[585675126, 196693775]",312374026,333288586
436,6765177340|977437572|161799214,6765177340,977437572
437,"289676398|1841774569|[1227700793, 1097525062]",289676398,1841774569
438,338668613|977437572|161799214,338668613,977437572
439,291428638|417612135|1037760472,291428638,417612135
440,289136228|301926874|1468606353,289136228,301926874
441,2333412332|3347014731|327885281,2333412332,3347014731
442,6764558869|6764558874|49942374,6764558869,6764558874
443,6764558874|12450327365|49942374,6764558874,12450327365
