id,key,u,v
66536,299796285|299796419|172815476,299796285,299796419
66537,299796285|299796295|172815479,299796285,299796295
66538,299796419|299796327|172815478,299796419,299796327
66539,"299796419|1836667072|[172815484, 172815476]",299796419,1836667072
66540,299796295|2791253414|172815488,299796295,2791253414
66541,299796326|299796327|172815486,299796326,299796327
66542,299796327|1836667031|172815486,299796327,1836667031
66543,299796348|299796400|172815468,299796348,299796400
66544,299796348|299796355|172815468,299796348,299796355
66545,299796348|1836667072|172815484,299796348,1836667072
66546,299796355|299796395|172815470,299796355,299796395
66547,1836667072|299796405|172815469,1836667072,299796405
66548,1721698121|1721698109|160095134,1721698121,1721698109
66549,1721698121|1835615235|170812541,1721698121,1835615235
66550,292974496|1836710826|46830054,292974496,1836710826
66551,292974496|1835610774|176638822,292974496,1835610774
66552,1819520720|1836667075|160095135,1819520720,1836667075
66553,1819520720|7515765863|170812539,1819520720,7515765863
66554,300680365|6568771460|699514034,300680365,6568771460
66555,300680365|2109298895|699514035,300680365,2109298895
66556,"300680365|566453116|[247540586, 279223662]",300680365,566453116
66557,6568771460|13250927895|543942264,6568771460,13250927895
66558,6568771460|2109298895|699514036,6568771460,2109298895
66559,"2109298895|1983412911|[1327313866, 1327313867, 1327313870, 196470390, 1037059740]",2109298895,1983412911
66560,566453116|1419500573|699514033,566453116,1419500573
66561,2559694021|957375647|38509097,2559694021,957375647
66562,300998245|316195872|305938556,300998245,316195872
66563,"316195872|316197333|[712481153, 305938556]",316195872,316197333
66564,300998545|360854259|25395106,300998545,360854259
66565,360854259|360886146|25395106,360854259,360886146
66566,301202239|560944700|45404418,301202239,560944700
66567,301202239|1817826775|172819876,301202239,1817826775
66568,301202239|1817826777|45404418,301202239,1817826777
66569,301202239|664515193|172819876,301202239,664515193
66570,"560944700|577368130|[170617479, 45404418, 170617474]",560944700,577368130
66571,560944700|1817826775|170617478,560944700,1817826775
66572,1817826775|1836710710|172819876,1817826775,1836710710
66573,1817826777|301615161|45404418,1817826777,301615161
66574,1817826777|301615163|170617473,1817826777,301615163
66575,664515193|304653696|165613149,664515193,304653696
66576,"664515193|1562658529|[46830056, 397156905, 1120425302, 1120425303, 165613149]",664515193,1562658529
66577,664515193|1819520613|329016925,664515193,1819520613
66578,301615161|301615163|172819877,301615161,301615163
66579,"301615161|301201321|[161795961, 161795962, 172819895]",301615161,301201321
66580,"301615163|301615187|[330277632, 172819877]",301615163,301615187
66581,301201321|301201286|161795961,301201321,301201286
66582,301201321|292974541|172819894,301201321,292974541
66583,301201321|1836710826|172819894,301201321,1836710826
66584,301831017|2952531476|27493417,301831017,2952531476
66585,"662654928|2560958600|[282879020, 27521541]",662654928,2560958600
66586,302892698|302892701|27584418,302892698,302892701
66587,302892701|561281723|27584417,302892701,561281723
66588,302951301|472855107|42558536,302951301,472855107
66589,"472855107|1736157847|[42558536, 273550123]",472855107,1736157847
66590,"472855107|472855115|[1108032835, 1108032836]",472855107,472855115
66591,303510581|305044469|1150654322,303510581,305044469
66592,305044469|308820082|550902074,305044469,308820082
66593,303598385|320026525|26781761,303598385,320026525
66594,320026525|305257487|176014739,320026525,305257487
66595,"303598957|313983511|[397157294, 639501319]",303598957,313983511
66596,303598957|313987024|639501319,303598957,313987024
66597,"313983511|312812667|[315519576, 315519577, 1138697075]",313983511,312812667
66598,303599258|1861228705|376447525,303599258,1861228705
66599,303599258|1861228704|376447525,303599258,1861228704
66600,1861228704|1861228703|376447525,1861228704,1861228703
66601,303599319|312812667|315519576,303599319,312812667
66602,"303599319|304387748|[397156905, 46830061]",303599319,304387748
66603,370894870|371230381|750606419,370894870,371230381
66604,"13260359222|305255408|[392990946, 70998502]",13260359222,305255408
66605,304653696|1836667079|172815480,304653696,1836667079
66606,1836667079|7270605632|172815480,1836667079,7270605632
66607,1836667079|7270605637|172815477,1836667079,7270605637
66608,304655866|1739016740|161950302,304655866,1739016740
66609,"1739016740|1739016743|[639504472, 639504474, 161950302]",1739016740,1739016743
66610,1739016740|478825491|161950305,1739016740,478825491
66611,304720139|3480903200|27750589,304720139,3480903200
66612,304720139|3480903218|340844603,304720139,3480903218
66613,3480903200|3480903218|340844605,3480903200,3480903218
66614,304872592|2090300415|639501997,304872592,2090300415
66615,304872592|2090300420|639502154,304872592,2090300420
66616,2090300420|2090300431|639501994,2090300420,2090300431
66617,2090300420|2090880662|779329184,2090300420,2090880662
66618,305256605|305256623|392990947,305256605,305256623
66619,"305256605|333148604|[1059658456, 1059658458, 392990947]",305256605,333148604
66620,305257487|312030531|46830010,305257487,312030531
66621,305259864|1845089705|161950308,305259864,1845089705
66622,305259864|1238952477|107878713,305259864,1238952477
66623,305259864|2090880655|639502505,305259864,2090880655
66624,1845089705|1947937742|161950308,1845089705,1947937742
66625,1845089705|1845089720|173745895,1845089705,1845089720
66626,1238952477|1238952475|107878714,1238952477,1238952475
66627,1238952477|1238952493|639502155,1238952477,1238952493
66628,2090880655|7464297319|199029486,2090880655,7464297319
66629,2090880655|7464297321|199029487,2090880655,7464297321
66630,307435149|658611651|43687787,307435149,658611651
66631,305457810|568467696|44839567,305457810,568467696
66632,305457810|568467711|44839567,305457810,568467711
66633,"1836894865|1839012042|[4877925, 782712406]",1836894865,1839012042
66634,308052561|308055317|1472629618,308052561,308055317
66635,"310826445|310826934|[1472639649, 1472629631]",310826445,310826934
66636,307435037|658611755|7116765,307435037,658611755
66637,"658611755|658611704|[186300600, 783700373]",658611755,658611704
66638,"658611651|658611704|[1053009994, 43687787]",658611651,658611704
66639,"823473827|5672280678|[103454887, 1147071017, 1147071018, 595032041, 1147055340, 109725617, 109725620]",823473827,5672280678
66640,307697693|402901812|88119180,307697693,402901812
66641,307772635|947327946|571780543,307772635,947327946
66642,307772635|13433274232|1464444829,307772635,13433274232
66643,"947327946|947327864|[571780538, 699485924]",947327946,947327864
66644,307829706|312070500|572443209,307829706,312070500
66645,307829706|952450573|572443209,307829706,952450573
66646,952450573|312560860|572443207,952450573,312560860
66647,"307829712|312560860|[1485123464, 8496342]",307829712,312560860
66648,307829712|394936887|8496342,307829712,394936887
66649,394936887|13615733120|572443217,394936887,13615733120
66650,307829733|13615733120|572443217,307829733,13615733120
66651,"307829743|13615733181|[552661656, 1330847423]",307829743,13615733181
66652,308047727|308055317|1416034404,308047727,308055317
66653,"308047727|308051111|[1416034404, 42558524]",308047727,308051111
66654,"308051111|309723464|[42558522, 42558524]",308051111,309723464
66655,308050111|3368811846|43758686,308050111,3368811846
66656,308050111|320652233|43758686,308050111,320652233
66657,3368811846|314961591|371414800,3368811846,314961591
66658,320652233|309718471|43758686,320652233,309718471
66659,308608425|310826934|1472629631,308608425,310826934
66660,309724739|309725692|132275949,309724739,309725692
66661,309723537|1739001643|132275949,309723537,1739001643
66662,309723537|309727673|132275949,309723537,309727673
66663,1739001643|309725692|132275949,1739001643,309725692
66664,"309727673|1269664978|[132275949, 132275951]",309727673,1269664978
66665,"1269664978|1736160255|[1108048716, 132275950, 132275951]",1269664978,1736160255
66666,"309768350|319828903|[74680035, 699394406, 544166639]",309768350,319828903
66667,319828903|2689497185|4757074,319828903,2689497185
66668,319828903|2689497186|717926476,319828903,2689497186
66669,2840078981|2840078982|47124021,2840078981,2840078982
66670,"309929253|409776127|[298859987, 1357833773, 38354027]",309929253,409776127
66671,"309929253|376036330|[1357833773, 883873151]",309929253,376036330
66672,471878296|874382477|884304714,471878296,874382477
66673,"311067961|414179475|[1393703304, 1393703305, 38353990]",311067961,414179475
66674,"311067961|311067991|[1393703302, 38353990, 1393703303]",311067961,311067991
66675,311067991|1539417688|1393703302,311067991,1539417688
66676,"1539417688|2592185819|[717926470, 1393703302]",1539417688,2592185819
66677,"311097425|598160621|[28328616, 46830021, 545536871]",311097425,598160621
66678,"311097425|311097428|[995563638, 545536871]",311097425,311097428
66679,"598160621|1492392379|[995563641, 135982573]",598160621,1492392379
66680,"311097428|311097431|[1429446234, 42558514]",311097428,311097431
66681,311097431|899554820|42558514,311097431,899554820
66682,899554820|311097441|42558514,899554820,311097441
66683,"311097441|319320709|[699702837, 570500814, 699702839]",311097441,319320709
66684,319320709|6570625038|699702841,319320709,6570625038
66685,"311587784|2794616243|[393766560, 274794065]",311587784,2794616243
66686,"2794616243|1019642127|[393766560, 569728324]",2794616243,1019642127
66687,311879217|311879235|370876245,311879217,311879235
66688,311879235|2330976789|98751768,311879235,2330976789
66689,1142594468|2330976789|98751768,1142594468,2330976789
66690,311880285|417219432|396413990,311880285,417219432
66691,311880285|920539051|588226122,311880285,920539051
66692,"417219432|569093046|[396413988, 414475829]",417219432,569093046
66693,920539051|599660461|385900550,920539051,599660461
66694,311880320|605300438|414475829,311880320,605300438
66695,605300438|569093046|414475829,605300438,569093046
66696,2092739906|1019642417|190814980,2092739906,1019642417
66697,312462089|6574816546|700141146,312462089,6574816546
66698,6574816546|6574816543|700141152,6574816546,6574816543
66699,6574816546|6574816538|700141150,6574816546,6574816538
66700,413538927|410780443|1312689898,413538927,410780443
66701,312560856|959725197|28034431,312560856,959725197
66702,312560856|8436862977|28034431,312560856,8436862977
66703,959725197|12304788325|28034431,959725197,12304788325
66704,8436862977|731955915|28034431,8436862977,731955915
66705,"312597434|322049743|[414404897, 224275411]",312597434,322049743
66706,"322049743|322048682|[29285386, 414404332]",322049743,322048682
66707,314961591|598160709|371414801,314961591,598160709
66708,"598160709|322088052|[46830042, 42558518]",598160709,322088052
66709,2135003338|2135003319|1511853837,2135003338,2135003319
66710,"2135003338|2135003299|[203484796, 1511853839]",2135003338,2135003299
66711,315879174|354658725|70999372,315879174,354658725
66712,315879174|1819184156|70999372,315879174,1819184156
66713,1819184156|1819184140|70999372,1819184156,1819184140
66714,316197333|316197724|241506169,316197333,316197724
66715,"317182845|6518023616|[311082280, 721994619]",317182845,6518023616
66716,"317182845|357853482|[311082279, 28880027, 176315444, 1316723835, 28880028, 721996254, 721996255]",317182845,357853482
66717,"357853482|701432362|[721996256, 722001961, 176315445, 712525741]",357853482,701432362
66718,318090159|606087330|8319068,318090159,606087330
66719,318090159|686402588|996025695,318090159,686402588
66720,606087330|772404803|8319068,606087330,772404803
66721,569384787|4680006820|413419697,569384787,4680006820
66722,"6570625038|1022319893|[278365662, 699702838]",6570625038,1022319893
66723,"321448432|311096411|[29225576, 995563637, 28328423]",321448432,311096411
66724,2689497185|2689496543|27389610,2689497185,2689496543
66725,2689497185|2689497186|263325184,2689497185,2689497186
66726,2689496543|2689496544|263325057,2689496543,2689496544
66727,2689496544|1732928509|24433877,2689496544,1732928509
66728,319848962|319850567|29078113,319848962,319850567
66729,319850567|319848964|312098403,319850567,319848964
66730,319850567|3179244342|312098405,319850567,3179244342
66731,319848964|3179244342|205143532,319848964,3179244342
66732,"3179244342|2135003299|[312098404, 26415301, 26415302, 27168615, 220402437, 699773939, 1311224565, 1311224569, 42441661]",3179244342,2135003299
66733,320031342|320031728|31059072,320031342,320031728
66734,320031728|411900431|31059072,320031728,411900431
66735,411900431|345282211|1138612430,411900431,345282211
66736,"320524705|1023758245|[29284672, 25203086, 1123295686, 25203087]",320524705,1023758245
66737,"320524705|9935834897|[29284672, 1084274182]",320524705,9935834897
66738,320529980|13805855915|24774883,320529980,13805855915
66739,320529980|320608907|342734470,320529980,320608907
66740,13805855915|13805855926|1510239047,13805855915,13805855926
66741,"320608907|1028333067|[393766570, 566041532]",320608907,1028333067
66742,320608860|13805855926|197432973,320608860,13805855926
66743,"1028333067|474612363|[393766570, 393766564]",1028333067,474612363
66744,321203521|385961040|782764548,321203521,385961040
66745,920653027|2827469638|1441583234,920653027,2827469638
66746,321449346|12924971350|527903612,321449346,12924971350
66747,321449346|12924971367|527903611,321449346,12924971367
66748,"12924971350|12924971368|[1396474384, 1396474385]",12924971350,12924971368
66749,"12924971350|471580296|[1396474390, 160661247]",12924971350,471580296
66750,374159244|3988335314|665404679,374159244,3988335314
66751,322082221|384611883|29289243,322082221,384611883
66752,"322082221|10909505162|[29289242, 718983980, 313534005]",322082221,10909505162
66753,"322088052|411899659|[29315934, 42558518]",322088052,411899659
66754,322088708|1773700551|31061153,322088708,1773700551
66755,"322088708|339811493|[46830043, 31059069, 1138612431]",322088708,339811493
66756,1773700551|393962358|70997433,1773700551,393962358
66757,339811493|345282211|1138612431,339811493,345282211
66758,659919914|599594854|48903213,659919914,599594854
66759,"541098977|7552692710|[664487656, 186171377, 664487655]",541098977,7552692710
66760,330589962|2889687889|48225693,330589962,2889687889
66761,"330589962|432971813|[23811123, 48225693]",330589962,432971813
66762,2889687889|525739187|48225693,2889687889,525739187
66763,"432971813|7552761734|[23811123, 33289380, 188705357]",432971813,7552761734
66764,"1733133910|1732928297|[292686983, 292686957, 161302221, 161322486, 161322489, 161322491]",1733133910,1732928297
66765,331866896|2962254227|30117311,331866896,2962254227
66766,"331866896|7552692709|[160658809, 664281571, 664487652]",331866896,7552692709
66767,7552692709|7552692719|808151229,7552692709,7552692719
66768,7552692709|782950418|808151230,7552692709,782950418
66769,4825701807|4239934533|490386179,4825701807,4239934533
66770,4825701807|4239934527|490386178,4825701807,4239934527
66771,332432660|451733462|568417324,332432660,451733462
66772,"332432660|712602358|[782712418, 568417324]",332432660,712602358
66773,451733462|7309401212|568417324,451733462,7309401212
66774,712602358|752850163|782712403,712602358,752850163
66775,"539419548|538991558|[782461552, 782461553, 782461546, 782461551]",539419548,538991558
66776,333718376|1920686379|319014598,333718376,1920686379
66777,"333718376|2966521942|[656330233, 656330238]",333718376,2966521942
66778,333718376|1920686400|138508788,333718376,1920686400
66779,1920686379|1920686361|181655596,1920686379,1920686361
66780,1920686379|1920686400|181655596,1920686379,1920686400
66781,2966521942|12113451009|656330227,2966521942,12113451009
66782,441334168|430176543|930635225,441334168,430176543
66783,336483747|1819184140|70999372,336483747,1819184140
66784,337531019|6378906911|681054783,337531019,6378906911
66785,6378906911|4337202374|699870413,6378906911,4337202374
66786,6378906911|6378906904|699870415,6378906911,6378906904
66787,337942702|2560958600|249502758,337942702,2560958600
66788,343217006|2937920116|786298489,343217006,2937920116
66789,344470744|4680006820|413419697,344470744,4680006820
66790,"344710290|392884967|[699702802, 699702803]",344710290,392884967
66791,344710290|392889174|699702805,344710290,392889174
66792,392884967|5468045361|550668791,392884967,5468045361
66793,"348771905|380789674|[1197013895, 344514064, 209678545, 33753654, 699702812]",348771905,380789674
66794,"380789674|386894254|[1312688058, 665404683, 699702814]",380789674,386894254
66795,350567930|13112251975|699513958,350567930,13112251975
66796,350567930|350567932|541593133,350567930,350567932
66797,13112251975|558648069|555566657,13112251975,558648069
66798,"358046224|13251000235|[563983322, 27385778, 699394395, 364794014]",358046224,13251000235
66799,"358046224|13251000254|[1328234086, 1328234087, 26209876, 699394397, 364794015]",358046224,13251000254
66800,13251000235|358464486|1444643738,13251000235,358464486
66801,13251000254|13251000255|1444072253,13251000254,13251000255
66802,"13251000254|729832201|[4420517, 699394398]",13251000254,729832201
66803,"2077418366|2077418660|[214781331, 197512309]",2077418366,2077418660
66804,"2077418366|2077418401|[197512249, 197512250, 214781332]",2077418366,2077418401
66805,"729832201|618984690|[58904027, 384712749]",729832201,618984690
66806,"360886460|377001177|[25395105, 42674412]",360886460,377001177
66807,377001177|377001326|42674412,377001177,377001326
66808,365735225|1494494806|136208730,365735225,1494494806
66809,365735225|1494494799|136208730,365735225,1494494799
66810,1494494806|1494494800|136208730,1494494806,1494494800
66811,366692133|5672280678|1147055340,366692133,5672280678
66812,"366692133|3546661294|[1147060777, 1147060778]",366692133,3546661294
66813,"370193770|13615733181|[1485123481, 568455831]",370193770,13615733181
66814,"370193770|959725198|[572416437, 28034431]",370193770,959725198
66815,959725198|12304788325|28034431,959725198,12304788325
66816,371230381|370903779|750606419,371230381,370903779
66817,"1769592868|370903779|[752735737, 46830030]",1769592868,370903779
66818,"371752908|1333772356|[118619313, 1370661356, 717926479]",371752908,1333772356
66819,1333772356|1333772370|118619312,1333772356,1333772370
66820,1333772356|1333772348|118619312,1333772356,1333772348
66821,372463900|947367778|571780535,372463900,947367778
66822,372463900|13609581922|699485927,372463900,13609581922
66823,947367778|534920650|571780535,947367778,534920650
66824,13609581922|947367769|699485927,13609581922,947367769
66825,374159126|3988335314|665404679,374159126,3988335314
66826,1890389335|7309401217|782712416,1890389335,7309401217
66827,379572967|7033928444|8313085,379572967,7033928444
66828,"7033928444|603886247|[700658644, 8313085]",7033928444,603886247
66829,"7694426943|388111314|[1287965496, 1287965497]",7694426943,388111314
66830,388111314|7694426945|274770522,388111314,7694426945
66831,7694426945|388111316|1287965499,7694426945,388111316
66832,1384388381|13433274205|1464444823,1384388381,13433274205
66833,2588512949|9493160621|1484982668,2588512949,9493160621
66834,2588512949|2588512953|1484982667,2588512949,2588512953
66835,389567112|414711581|886680478,389567112,414711581
66836,"389567112|434689607|[315109017, 893735687]",389567112,434689607
66837,414711581|389825659|886680478,414711581,389825659
66838,434689607|484670282|1041665867,434689607,484670282
66839,389604958|484610053|71325520,389604958,484610053
66840,389604958|484675303|71325520,389604958,484675303
66841,484610053|560863966|449602923,484610053,560863966
66842,484675303|886040666|71325520,484675303,886040666
66843,389825665|482754538|71325528,389825665,482754538
66844,389825665|484670288|71325528,389825665,484670288
66845,482754538|560863984|71325528,482754538,560863984
66846,484670288|484670282|40210748,484670288,484670282
66847,"390485578|937936113|[1487596003, 844462678]",390485578,937936113
66848,"390485578|461064806|[938019152, 1487595956, 36776424, 1487596004]",390485578,461064806
66849,937936113|390485592|1487596003,937936113,390485592
66850,"461064806|427576716|[1487595956, 150622077]",461064806,427576716
66851,390485586|390485592|4474021,390485586,390485592
66852,390485586|952556911|572526872,390485586,952556911
66853,952556911|444021057|572526872,952556911,444021057
66854,"5468045361|1033878756|[770409928, 321156000, 770409926, 770409927]",5468045361,1033878756
66855,"1034041987|405968367|[342750344, 26782504, 639494390, 26782503]",1034041987,405968367
66856,"409131387|1862656514|[187900098, 187900100, 474357303]",409131387,1862656514
66857,"1862656514|409131447|[187900100, 48275732]",1862656514,409131447
66858,582851840|563794897|6974863,582851840,563794897
66859,9571611657|670734662|1039427731,9571611657,670734662
66860,"410780443|5468045311|[1312689897, 1312689898, 25979591]",410780443,5468045311
66861,414916936|482754660|26106139,414916936,482754660
66862,482754660|488214779|26106136,482754660,488214779
66863,"430176453|702204417|[930635225, 930546066]",430176453,702204417
66864,430176453|430176543|930635225,430176453,430176543
66865,434689931|560863936|886680470,434689931,560863936
66866,434689931|560863966|886680470,434689931,560863966
66867,560863936|560863984|886680470,560863936,560863984
66868,437566647|444021057|572412535,437566647,444021057
66869,437566647|952594337|835443594,437566647,952594337
66870,952594337|6484314743|835443594,952594337,6484314743
66871,440768904|550395899|1024596276,440768904,550395899
66872,7309401212|1902936138|782712411,7309401212,1902936138
66873,454496189|454496196|6216032,454496189,454496196
66874,454496196|13570042269|6216032,454496196,13570042269
66875,455614761|2551649895|71265541,455614761,2551649895
66876,2551649895|5258128302|71265541,2551649895,5258128302
66877,459980137|1494494799|709034911,459980137,1494494799
66878,"459980137|1983412888|[187711820, 709034911]",459980137,1983412888
66879,1494494799|1494494800|136208730,1494494799,1494494800
66880,1983412888|1983412911|187711822,1983412888,1983412911
66881,1983412888|1983412886|187711822,1983412888,1983412886
66882,461064720|700966557|5218051,461064720,700966557
66883,700966557|461064722|5218051,700966557,461064722
66884,859191142|464471647|755092830,859191142,464471647
66885,464472287|600308045|318912598,464472287,600308045
66886,600308045|600308047|318912598,600308045,600308047
66887,466227012|12942027838|1429527468,466227012,12942027838
66888,466227012|469167929|1408223675,466227012,469167929
66889,"12942027838|2588512993|[365873665, 1429527468]",12942027838,2588512993
66890,469167929|469167918|1408223674,469167929,469167918
66891,469167925|469167918|1395631045,469167925,469167918
66892,466247054|12920388190|6216029,466247054,12920388190
66893,466247054|466261752|6216029,466247054,466261752
66894,12920388190|3068307142|1395862741,12920388190,3068307142
66895,"466261752|466261726|[563998965, 1395862742]",466261752,466261726
66896,469371564|3835391150|1511860086,469371564,3835391150
66897,469371564|469371566|1511860085,469371564,469371566
66898,3835391150|3835391166|380199015,3835391150,3835391166
66899,"3835391150|3835391159|[73887266, 1511860087]",3835391150,3835391159
66900,469371566|486297290|1511860084,469371566,486297290
66901,469423050|480029977|39462341,469423050,480029977
66902,472855055|8622403511|39480354,472855055,8622403511
66903,8622403511|2139368215|39480354,8622403511,2139368215
66904,8622403511|10167025224|929773975,8622403511,10167025224
66905,1736157847|616644982|273550118,1736157847,616644982
66906,472855115|3795580629|39480354,472855115,3795580629
66907,"472855115|1380304909|[1108032832, 1108032833, 132275947, 1108032831]",472855115,1380304909
66908,"472855115|478825451|[1108032833, 39480356, 1108032837, 196006966, 196006967]",472855115,478825451
66909,3795580629|2139368215|39480354,3795580629,2139368215
66910,3795580629|10167025224|376135677,3795580629,10167025224
66911,1380304909|473477023|132275947,1380304909,473477023
66912,"1380304909|2057718633|[1108032830, 123904774]",1380304909,2057718633
66913,478825451|478825453|26712076,478825451,478825453
66914,478825451|1845089702|26712076,478825451,1845089702
66915,473477023|1374008155|132275947,473477023,1374008155
66916,473477023|3802034208|87938335,473477023,3802034208
66917,1374008155|1374008184|123121827,1374008155,1374008184
66918,1374008155|473477027|132275947,1374008155,473477027
66919,473477027|1374008167|123121826,473477027,1374008167
66920,1374008167|3067255950|123121823,1374008167,3067255950
66921,1374008167|1374008184|123121823,1374008167,1374008184
66922,474612363|1019642127|393766564,474612363,1019642127
66923,477886725|477886738|285046464,477886725,477886738
66924,477886725|7352004600|786302205,477886725,7352004600
66925,"477886725|991735861|[221965696, 26304584, 26304585, 285046463, 326809723, 293366749, 221965695]",477886725,991735861
66926,"477886738|1650925726|[285046465, 724662242, 724662243, 152273268, 285046461]",477886738,1650925726
66927,477886738|7352004599|786302204,477886738,7352004599
66928,477886748|477886750|39856709,477886748,477886750
66929,477886748|477886765|326809675,477886748,477886765
66930,477886765|477886762|96559355,477886765,477886762
66931,"478825453|3797513483|[1108032840, 26712076]",478825453,3797513483
66932,478825453|478825491|39894803,478825453,478825491
66933,1845089702|1947937742|26712076,1845089702,1947937742
66934,1845089702|1845089720|173745895,1845089702,1845089720
66935,3797513483|3797513478|376307547,3797513483,3797513478
66936,478825491|1739016681|639507209,478825491,1739016681
66937,1739016681|1739016686|161950307,1739016681,1739016686
66938,1739016681|3800687853|329016923,1739016681,3800687853
66939,484610051|886040666|71325520,484610051,886040666
66940,"484610051|280196708|[71325520, 449602921]",484610051,280196708
66941,280196708|4465517852|449602921,280196708,4465517852
66942,486297290|3835391165|380199013,486297290,3835391165
66943,486297290|3835391158|1511860083,486297290,3835391158
66944,"489844212|489844215|[1108032842, 40447291]",489844212,489844215
66945,489844215|1845062827|40447291,489844215,1845062827
66946,489844215|489844327|40447292,489844215,489844327
66947,1845062827|3245313190|173742349,1845062827,3245313190
66948,489844327|489844329|40447299,489844327,489844329
66949,3795536232|489844256|40447293,3795536232,489844256
66950,3795536232|3795536231|376134154,3795536232,3795536231
66951,489844256|489844277|40447294,489844256,489844277
66952,489844256|489844276|40447293,489844256,489844276
66953,495196016|495195997|40747194,495196016,495195997
66954,"495196016|495195999|[40747184, 368112876]",495196016,495195999
66955,"503608876|7121835967|[1409444662, 1413026806]",503608876,7121835967
66956,7121835967|12951529341|765881546,7121835967,12951529341
66957,"503708694|1839615143|[258455115, 26160836, 258455117, 1147069455]",503708694,1839615143
66958,"1839615143|2556854330|[127616883, 1197644187, 258455117]",1839615143,2556854330
66959,510821355|510821356|41601236,510821355,510821356
66960,525739187|10947661099|782461543,525739187,10947661099
66961,10947661099|615482395|48225695,10947661099,615482395
66962,534920650|1860756612|571780536,534920650,1860756612
66963,1860756612|1873614526|571050222,1860756612,1873614526
66964,535268673|535268725|543942263,535268673,535268725
66965,"535268673|6742420649|[1393343808, 543942263]",535268673,6742420649
66966,"535268725|5258128291|[1330279104, 1330371986, 1330371990, 543942263, 1330279103]",535268725,5258128291
66967,6742420649|12897762288|1393343812,6742420649,12897762288
66968,6742420649|12897762276|717926488,6742420649,12897762276
66969,"5258128291|12847740347|[1393540400, 1314955505]",5258128291,12847740347
66970,5258128291|12899381325|1393540403,5258128291,12899381325
66971,538991547|538991557|43026484,538991547,538991557
66972,538991547|538991558|43026484,538991547,538991558
66973,538991557|538991561|43026484,538991557,538991561
66974,538991561|538991558|43026484,538991561,538991558
66975,"538991561|613663446|[338542610, 813700276]",538991561,613663446
66976,613663446|13062091099|1421387728,613663446,13062091099
66977,7552692710|782950418|664487653,7552692710,782950418
66978,7552692710|7552692719|808151231,7552692710,7552692719
66979,558648068|12980891209|699513953,558648068,12980891209
66980,"558648068|558648069|[555566657, 556308646]",558648068,558648069
66981,12980891209|12980891204|4974811,12980891209,12980891204
66982,563794897|567388139|6974863,563794897,567388139
66983,"664158556|1323357529|[48225318, 27938719]",664158556,1323357529
66984,1492392379|1492392368|135982576,1492392379,1492392368
66985,1492392379|1492392389|135982576,1492392379,1492392389
66986,598160725|5030683521|355423272,598160725,5030683521
66987,5030683521|2794759462|355423272,5030683521,2794759462
66988,"599594854|1423677161|[34626684, 48903214]",599594854,1423677161
66989,599660461|920539031|385900550,599660461,920539031
66990,"920539031|920539024|[1311784436, 385900550]",920539031,920539024
66991,600308047|5434729359|318912598,600308047,5434729359
66992,"5434729359|1382260918|[6219000, 1393599633, 1393599634, 318912598]",5434729359,1382260918
66993,603886247|4565665208|1483774663,603886247,4565665208
66994,4565665208|2132653882|257540104,4565665208,2132653882
66995,4565665208|13605219175|704397305,4565665208,13605219175
66996,2528037636|2552578803|248465535,2528037636,2552578803
66997,610320770|610320772|74096764,610320770,610320772
66998,"610320772|619494146|[74096762, 1409458743]",610320772,619494146
66999,2319925936|12182324156|74097821,2319925936,12182324156
67000,13062091099|3254314524|813700274,13062091099,3254314524
67001,616644976|616644982|27589549,616644976,616644982
67002,"7510795202|7510795219|[25684265, 26129564, 25684268, 26129565]",7510795202,7510795219
67003,"618984690|618984698|[186161225, 48779581, 384712750]",618984690,618984698
67004,618984690|729832227|48779587,618984690,729832227
67005,618984698|618984719|48779593,618984698,618984719
67006,618984698|618984721|48779591,618984698,618984721
67007,618984719|618984722|48779590,618984719,618984722
67008,"618984719|618984754|[717858464, 559237186, 559237187, 559237188, 215313666, 559237190, 305173575, 48779592, 305173577, 305173576, 305173579, 384712748, 305173578, 305173574, 1454686258]",618984719,618984754
67009,618984722|618984721|687000085,618984722,618984721
67010,"618984722|1756383478|[1328234088, 709034931, 1328234085, 699394399]",618984722,1756383478
67011,618984754|618984744|215313676,618984754,618984744
67012,618984754|618984750|215313668,618984754,618984750
67013,"618984721|729832199|[709037748, 305173773, 48779582]",618984721,729832199
67014,729832199|729832227|58904030,729832199,729832227
67015,729832199|13251000255|188435656,729832199,13251000255
67016,1756383478|1756383505|709034931,1756383478,1756383505
67017,618984732|618984734|215313677,618984732,618984734
67018,"618984732|618984750|[305172401, 305172402, 215313678]",618984732,618984750
67019,618984732|746339548|215313675,618984732,746339548
67020,618984734|746339547|717926475,618984734,746339547
67021,618984734|886109705|215313673,618984734,886109705
67022,618984734|746339548|48779605,618984734,746339548
67023,618984750|618984744|48779598,618984750,618984744
67024,746339547|746339548|48779601,746339547,746339548
67025,"746339547|886109741|[559237193, 61995970]",746339547,886109741
67026,886109705|886109735|1484771385,886109705,886109735
67027,886109705|886109741|1484771384,886109705,886109741
67028,"620107707|3111504220|[306283208, 306283210, 13880974, 13880975]",620107707,3111504220
67029,636059355|2333008681|96560209,636059355,2333008681
67030,"2333008681|991735871|[26196934, 26196935, 326809709, 326895217, 326895223, 221965693, 221965694]",2333008681,991735871
67031,638775864|2592185819|717926471,638775864,2592185819
67032,"638775864|12900774332|[717926472, 717926473, 1393703300, 1393703301]",638775864,12900774332
